final_sentence,label
perbanyak like sini supaya dibaca developer dia parah tidak jelas web perintah aplikasi aplikasi perintah web web ribet error tidak klik,negatif
tampilan dia bagus isi dia kosong tidak gunakan alias susah pemerintah bukan dia membantu masyarakat mempersulit,negatif
aplikasi dia web lari dia mana web membuat pusing daftar dia ribet pakai web web tidak perlu aplikasi segala web dia perbaiki,negatif
bukannya kesini bagus dipersulitaneh sekarang parah pelanggan service hubungi tidak tanggapan sepertinya mundur bukannya majusalam nyungsep,negatif
kasih bintang dulusoalnya susah mengisi data nyad kolom provinsi bawah tidak klik kolomnya bagaimana tindaklanjutnya daftar sampai brz kasih bintang,negatif
sia sia unduh akhirnya buat nib arahkan web itupun kblinya banyak tidak muncul ribet kurangnga,negatif
mengurus nib dua minggu tidak kelarkelar perintah memuter terasa mempersulit paling baru perintah bayar per klbi begini amat mau membuat usaha,negatif
bantu dibenahi kadang kadang berlangsung error tombol buat membuat usaha baru hilang,negatif
tidak membuat nib perintah osscoid sana susah buat membuatnya sampai sekarang belum tidak tahu aplikasi online single submission buat membuat nib mempersulit begini,negatif
perbarui bukannya mempermudah proses pembuatan nib dipersulit pakai dokumen lokasi foto lokasi usaha sampai diarahkan amdal segala kembalikan alur bagaikan dulu agar mempermudah semua kalangan,negatif
tidak jelas padahal belum pernah daftar tetapi nik terdaftar tidak bisa digunakan buat nib,negatif
membuat aplikasi minimal digunakan situs web tidak jelas perbarui terbaru kbli ahu online single submission tidak sinkron,negatif
payah kata dia mau suport usaha mikro kecil dan menengah urus lewat kelurahan data terpakai gatau siapa pakai lalu tetap lanjutkan daring sampai hari jam kerja nib tidak keluar hasil,negatif
aplikasi tidak jelas web arahkan aplikasi katanya praktis gampang waktu mau daftar nib dialihin online single submission kamu buat aplikasi buat menghabiskan anggaran ujung ujung perlu situs web mana unggah pdf gagal melulu,negatif
sistem sekarang sangatlah ribet unggah lahbelum persetujuan lingkungan jualan eceran kecil serumit bukannya membantu masyarakat mempersulit,negatif
habis perbarui data tidak terbaca padahal akun sama password login bagaimana bingung sendiri,negatif
mendukung aplikasi online single submission indonesia harapan pengisian profil foto sehingga tidak salah wajah sinkron kartu tanda penduduk,positif
memang bagus simple perkara perijinan sebagai saran beberapa kota tidak fast tanggapan obrolan tidak terbalas,negatif
sehabis perbarui mau membuat perorangan ribet dia unggah dokumen titik kordinat lokasi cvpt badan usaha boleh pakai unggah dokumenini mah mempersulit masyarakat mau buat izin usaha,negatif
bagaimana ceritanya aplikasi tetapi buat nib masuk situs web online single submission tambah ribet namanya mempersulit bukan mempermudah,negatif
membantu buat unduh nib melalui handphone jika diperlukan ketika tidak laptop mantap terima kasih,positif
terima kasih bantu sistem ditingkatkan jangan sedikit sedikit diarah kan web buat aplikasi begitu mah,negatif
maaf banget aplikasi buruk banget tidak dibuka mutermuter kerap gangguan ampuuuunnn udah,negatif
aplikasi tidak membantu sama sekali sekali diarahkan situs web seeing logout sending giliran login ulang susahnya naudzubillah,negatif
buka web disuruh instal aplikasi oke unduh aplikasi dia daftar akun berhasil mau membuat nib dia disuruh situs webnya buka web dia perintah login sehabis login ngkk dia membuat nib dia dimana membuat izin usaha ribetnya meminta ampun,negatif
cepat tuntas sederhana tidak berbelit bagaikan manual daftar isian pernyataan secara umum usaha skala besar bila usaha micro disamakan tidak selaras tidak efisien tidak efektif menambah beban admin,positif
aplikasi data nib terlanjur terbitkan tidak diubah kembali padahal data salah ketik bagaimana admin,negatif
awalnya memang berkesan ribet setelah dipelajari dipraktekkancuma menit sku langsung terbit unduh bentuk pdf,positif
aplikasi dia bilang urus nib cepat rupanya belum proses terbit ribet enak membuat sku kelurahan,negatif
bantu dibenahi tidak gagal login akun padahal semua data benar whatsapp admin tetapi tidak jalan keluarnya,negatif
mengecewakan sekelas aplikasi pemerintah separah kode verifikasi tidak pernah diterima bagaimana mendaftar tokong dievaluasi,negatif
aplikasinya kebanyakan error keluar sendiri sepertinya belum sanggup server dia,negatif
aplikasinya payah sekali login masuk akan namun sehabis login aplikasi tidak dibuka langsung mental keluar,negatif
aplikasi sangat bodoh masukkan sesuai data tidak sesuai masukkan data kamu bodoh daftar begini mempersulit sangat bodoh hidup sekali menyesal warga negara indonesia,negatif
sistem bgsat mau daftar gagal memang benar pemerintah punya aplikasi dipersulit permudah,negatif
daftar sesuai kartu tanda penduduk gagal tersambung dukcapil memang benar kata orang aplikasi kelola pemerintah pasti buruk samph beda swasta jauh bagus,negatif
kemarin puluhan kali daftargagal terussebenernya aplikasi pakai enggaatau memang datang kantornyajangan sampai buang waktu,negatif
langkah paling baru daftar nib sell gagal baik situs web maupun aplikasi banyak orang bilang tabah dcoba ulang berkala hari gagal,negatif
aplikasi maupun situs webnya sama sajasama lemotgak diaksespayah banget,negatif
aplikasi situs web online single submission sebenarnya belum layak tampil publik isi data sesuai kartu tanda penduduk error gagal tersambung sistem dukcapil kementerian negeri,negatif
kira susah membuat izin usaha mendapatkan nomor nib ternyata aplikasi memang ribet,negatif
aneh aplikasi orang tidak pernah sama sekali membuat nib mengapa tepat registrasi tidak alasan nik didaftarkan,negatif
susah masuk aneh mau daftar sistem aplikasi dia kacau,negatif
dongok banget udah ribet segala dia membuat ribet bertele tele membuat susah mau daftar nib,negatif
sekarang tidak daftar berhenti pendaftaran tidak lanjut,negatif
aplikasi macam kayak begini baru mau daftar tidak tidak mampu banget pemerintahan membuat aplikasi padahal anggaran gede,negatif
bantu segera perbaiki daftar akun online single submission dia tidak daftar bantu segera perbaiki,positif
sukit sekali mau melakukan pelacakan progres perijinanaplikasi crash,negatif
sekelas aplikasi pemerintah tetapi lambat kelewat berat tidak workit banget,negatif
aplikasi keren membantu udah mudah digunakan bagi kami pengusaha kecil mendapatkan perizinan intinya bagus,positif
aplikasi bagus banget  zaman serba daring membuat surat izin mudah pasti gratis unduh semua permudah terima kasih,positif
tidak login password nomor henpone benar perbarui melalui klik butuh bantuan tetap tidak loginjuga menghubungi kontak email tetapi belum jawabantolong bantu masalah agar semua teman mau memakai aplikasi tidak kecewatrimakasaih,negatif
error tidak berkesudahan masuk pengurusan nib langsung blank gambar burung garuda tulisan online single submission,negatif
mudah banget cara buatnya simpel cepat tidak biaya alias  gratis membantu masyarakat hendak membuat usaha mikro usaha mikro kecil dan menengah,positif
tidak klik kolom pengisian bantu cermat memang sebagian pengisian kolom pengajuan bidang usaha isi sesuai jenis usaha andananti akan muncul pilihan usaha anda misal budidayaketik budidayananti akan muncul jenis usaha anda pilih,positif
perbaiki sistem daftar nib baik aplikasi tidak perlu ribet ribet,negatif
ribet banget mana dokumen lokasibiar gampang menagih pajak buat mbg,negatif
gagal login email tidak aktif nomor tidak hbungi tidak alternatif login merugikan udaha now watching berjalan,negatif
hobi lambat mau tanya susah kadang menunggu satu minggu dibalas itupun ingat tidak ingat pernah sampai bulan tinggi perintah pekerjaan menchat pribadi buat mengatasi permasalah susah sekali,negatif
situs web aplikasi membuat bingung daftar nib susah banget bantu dipermudah fiturnya,negatif
penuh bug aplikasi katanya membantu buat ribet benahi bukan updeat kesalahan kerap berlangsung tiap laman,negatif
parah padahal belum daftar tetapi keterangan email terdaftar aneh,negatif
ribet aplikasi situs web dia suka force close hilang tulisan gambarnya,negatif
unduh supaya daftar nib perintah web error tidak membuat nib fungsinya aplikasi dia,negatif
aplikasinya perbarui ngacogak diaksesmasa verifikasi email puluhan kali tetap meminta verifikasi,negatif
tidak buka banyak bag meminta otp email tepat masukkan tetap tidak masuk perbaiki segera,negatif
mau daftar tidak login masuk error,negatif
tidak dipakai web tidak dipakai daftar,negatif
membantu para pelaku usaha dipermudah buat mendaftarkan izin usahanya lewat daring,positif
tidak melakukan perubahan data kbli rumit lewat web harusnya memudahakan lewat aplikasi,negatif
unduh aplikasi mau daftar nib aplikasi diarahkan situs web resmi online single submission tetapi situs web dia tepat mau login keterangan error waduh tidak bisa daftar nib bagaimana,negatif
bagus tetapi perlu kembangkan agar aksesnya bagaikan web,positif
susah login mau hapus data lama tidak bantu dimudahkan login dia,negatif
aplikasi buruk diarahkan situs web ketika situs web error belum siap tidak sanggup membuat aplikasi mempermudah masyarakat baik hapus aplikasinya,negatif
tidak bagusnya data lengkap tidak daftar alasan data lebih baik tidak perlu daring memang tidak digunakan secara daring,negatif
aplikasi buka fitur perizinan lanjut perubahan data usaha mengubah kbli dia tidak mohon penjelasan pencerahannya,negatif
alhamdulillah permudah buat nib secara daring membuat menit sinyal wifi lancar langsung keluar nib langsung cetak terima kasih,positif
aplikasi error ganti password bilang email tidak terdaftar aplikasi aneh menyusahkan orang,negatif
bagus mudah diakseshanya faktor sinyal selullar antrean menyebabkan kendala,positif
membantumudah daftarkanserta efisienterima kasih atas pelayanan ciptakan buat seluruh pelaku usaha kecil bagaikan kami,positif
sebuah aplikasi daring buat memproses izin usaha mudah simple cukup mengisi data sah izin penunjang dia maka seluruh proses mudah dilakukan daring bagi pelaku usaha mikro izin usaha dia berupa nib gratis cukup akses lewat online single submission,positif
masuk aplikasi tetapi sehabis masukkan identitas sama password bukannya login force close berulangulang,negatif
tugas pemerintah memang mempersulit masyarakat banyak kolom aplikasi tidak pilih susah mengisi,negatif
kelola bidang usaha toling perbaiki agar mudah aplikasi buat buat aplikasi tidak buat mempermudah,negatif
tidak daftar tepat masuk perintah masukkan password balik awal perintah daftar ulang aduh aplikasinyya ampas banget tidak guna,negatif
aplikasinya bagus luar biasaterima kasih kepada pemerintah menyederhanakan pembuatan izin anti ribet bebas suap,positif
suka heran situsapk pemerintahan tidak pernah beres bantu permudah rakyat kecil daftar aduh tidak login masyallah paringi tabah gusti,negatif
tampilan oke masuk tampilan utama ketika mau akses menu berikutnya tidak,negatif
maaf pak aplikasi dia kerap keluar sendiri bantu perbaiki pak kita bukan dia permudah tambah susah,negatif
lawak data isi tidak buat nib katanya dunia digital hilangkan fiturnya,negatif
mau membuat password susahnya meminta ampun keamanan keamanan tetapi jangan mempersulit seperti begini lebih baik bayar orang sebentar selesai,negatif
kebiasaan semua instansi negara dipersulit dipermudah semua aplikasi dibuat negara semua hancur asal an bulog demikian lainnya sama pada digaji negara pekerjaan dia tidak pada jelas,negatif
tambah buruk aplikasinya buat aplikasi buatnya disuruh lewat web web dia tidak jelas alurnya membingungkan buruk sekali,negatif
aplikasi siluman gagal unduh pdf izin usaha nib mohon perbaikan aplikasi kalian kelewat banyak angaran buat intensitas kalian,negatif
tidak medaftar akun nik terpakai buat akun tetapi tepat klik lupa akun bilang nik belum terdaftar,negatif
aplikasi bangkai gajelass daftar waktu login enggak bisa login kembali ganti sandi tetap tidak,negatif
perintah ganti email kirim kode tidak bukannya kemajuan suatu kemunduran,negatif
bagian akses regulasi berhubungan tidak diklik lanjut gatau layar handphone kecil pembuat aplikasi error,negatif
cara daftar aplikasi iss mudah cepat mudah dapat nomor nibnya bagaimana caranya sub pangkalan gas lpg admin bantu dibantu udah hampir bulan admin,positif
tidak tulisan hijau buat ajukan perizinan berusaha buat beberapa kbli sedangkan buat kbli lain sistem menyusahkan,negatif
kayak dia kebiasaan membuat susah masuknya lada mereka langsung kantor masuk susah padhal kuota sinya penuh,negatif
punya akun mau login tidak lupa sandi reset tetapi tetap tidak masuk,negatif
aplikasi pemerintah buruk mau daftar susah keluar note data tidak sesuai padahal data sesuai,negatif
daerah bulan pemekaran daerah namun kolom tidak daerah tidak mendaftar gagal masuk kerja,negatif
aplikasi terbodoh lambat pernah miliki error jaringan padahal ok,negatif
lewat web error ketika tinggal tunggu cetak berhasil lewat aplikasi terima kasih membantu,positif
mengurus nib umk sulitharus buat dokumen lingkungan dahulu biasanya buat risiko rendah langsung terbit sppl dia sekarang tidak ditambah dalnet tidak sinkron ossparah,negatif
password benar bilang salahstelah paswordxa benar capcha salahpas masukmalah ditunggu tidak selesai nibpdhal terdaftarruweeeet,negatif
aplikasi tidak guna tersendat intasinya tidak pernah menguji aplikasi pajak gedekan pantau supaya naik pajaknya aplikasi abal abal,negatif
kesini perbarui terbaru mempermudah pelaku usaha mikro kecil dan menengah buat mengurus perizinan bagus tidak perlu cek didekstop pakai aplikasi ok terima kasih,positif
tidak login disuruh ganti password ganti tidak bisa tetap tidak bisatolong diperbaiki terima kasih,negatif
tidak lewat situs web tidak lewat aplikasi semua mengapa error unah data usaha tidak kerja kalian pengembang aplikasi oh ya lupa kerja kalian kan kosrupsi buat memperkaya diri ya,negatif
berhasil verifikasi ketika dibuka menu pendaftaran dia kosong bantu diperbaiki,negatif
bermanfaat sekali dapat mempermudah bingkai penerbitan pembuatan izin usaha indonesia khususnyaterimakasih banyak online single submission indonesia,positif
daftar tetapi tidak membuat nib tidak dinklik tidak lanjut gatau masalahnnya,negatif
aplikasi belum siap luncur kanbanyak komplain tanpa jawaban sama sekali web tidak login aplikasi sama setop,negatif
ampun aplikasi sehabis masukkan akses email password sampai ngeclose bagaimana para pejabat,negatif
developer online single submission bantu pengisian alamat provinsi tidak muncul bantu perbarui kembali terima kasih,positif
ketika permohonan baru lokasi usaha kotak provinsi tidak dapat diklik tidak melanjutkan tahap berikutnya bantu dibenahi terima kasih,negatif
aplikasi tidak bermutu daftar akun mau membuat nib perintah alihkan web web membuat ribet,negatif
habis perbarui daftar pakai nomor whatsapp gagal padahal nomor tersambung whatsapp lama web sama peke email nomor wajib,negatif
pengisian data tidak ribet proses penerbitan dia cepat serta aplikasi dia lancar,positif
bagian pengoptimalan softwarenya buat ditingkatkan salam berhasil mudah mudahan lancar rezekinya,positif
aplikasi buruk dimanau diklik pasti disuruh situs web aplikasi gunanya tidak digunakan,negatif
buat masuk online single submission dia lambat tidak bantu perbarui mau buat nib membuat ribet,negatif
coba jam bolak balik pakai web gagal lokasi ribet banget pakai google chrome opera dicoba tetap tidak aplikasi mengarahkan pakai web sampah banget kerja pemerintah begini memajukan iklim investasi dibuat ribet bantu membenarkan aplikasinya sia sia tidak fungsi,negatif
banyak hal susah dipahami oleh umk perlu dikampanyekan hingga ketua rt dapat membantu pengisian deskripsi,positif
daftar gagal sama tidak berguna lagipula tidak daftra,negatif
bagus membantu namun sehabis buat beberapa nib tidak jalan aplikasi dia unduh tidak,positif
error tidak login kombinasi salah sampai reset sama,positif
aplikasi belum sempurna mau daftar menyuruh masuk link googlenya bagaimana udah aplikasi diadain buat mempermudah,negatif
buat aplikasi pembuatan nib penambahan kbli lewat web bukan dia permudah kian mempersulit lagibalik zaman jahiliahkocak,negatif
data sesuai kartu tanda penduduk sistem dikatakan data tidak sesuai dukcapil kan aneh,negatif
baru mendaftarkan nib usaha kecil menengah melalui aplikasi rupanya cepat Cuma menit selesai mantap banget maju usaha mikro kecil dan menengah indonesia,positif
beres perbarui tidak masuk aplikasi payah bukan bagus bermasalah model android,negatif
dipersulit mendaftar perizinan sepertinya secara tidak langsung kita dipaksa buat daftar kelurahan tidak gunanya online single submission,negatif
aplikasi bagus proses nib dia cepat tetapi lupa password birokrasi dia segala membuat surat permohonan foto kartu tanda penduduk aplikasi oke pemikiran kolot,negatif
kian lama update-nya kian membuat susah rakyat tidak simpel bagaikan dulu sedang apa aplikasi semua isi pakai situs web lucu,negatif
aplikasi bermanfaat buat pelaku usaha mikro menengah khususnya mikro ke atas umumnya berhasil buat semuanya,positif
kerenaplikasi dia menakjubkan urus izin nib semudah iniwowtrima kasih kementerian perdagangan industri ri,positif
aplikasi gagal produk kayaknya susah sekali masuk kembali padahal berhasil tetapi tidak masuk kembali,negatif
aplikasi dia keluar sendiri mengulang berkali kali mudah mudahan anggaran dia tidak dikorupsi,negatif
bagus sekali hemat waktu tidak perlu kantor mudah gunakan khususnya usaha mikro kecil dan menengah intinya mantap,positif
aplikasi bagus akan tampak keren menambahkan sppirt ayo dukung aplikasi pemerintahan,positif
aplikasi buatan pemerintah anggaranya buat aplikasi tidak main main tetapi aplikasinya error banyak borang cacat tim teknologi informasi bantu perbaiki,negatif
aplikasi cacat disuruh verifikasi email sampai akhir zaman tidak selesai selesai,negatif
aplikasi rusak tidak niat mau daftar diisi tidak daftar online berminggu minggu tidak,negatif
mohon perbaikan aplikasi secepatnya tidak dapat mendownload nib tidak dapat mengunduh mohon segera,negatif
belum pernah daftar keterangan dia nik pernah terdaftar mohon keterangan dia,negatif
aplikasi mudah diakaes membantu tidak buka laptop luar kantor,positif
alhamdulillah aplikasi online single submission indonesia mempermudah perkara penerbitan nib dan lain lain cepat akurat tanpa ribet,positif
ketika proses pembuatan nib lag kerap ulang tepat selesai pembuatan nib mau unduh nib dia unduh gagal,negatif
aplikasi sebenarnya aktif tidak sihdulu perasaan normal ajasekarang masuk tidak sertifikat pendaftaran isi lainnya,negatif
susah buat daftar akun hari nomor vererifikasi tidak masuk aplikasi bagaimana,negatif
aplikasi mengapa tidak buat daftar mengapa sesuaikan data padahal aku ulang undang undang langsung data,negatif
daftar login ketika pilih perijinan aplikasinyya error,negatif
jika daftar mudah lebih baik lewat daring sama begitu buat buka unduh file nib dia lewat apps,positif
sehabis buat akun aplikasi online single submission sehabis mau buat nib tetapi tidak aplikasi disuruh pindah web ossgoid pula tidak diaplikasi,negatif
daftar tepat masuk mengapa internet buruk padahal pakai wifi data tetap tidak masuk,negatif
sehabis pembaruan aplikasi tidak buka yasllu layar utama ponselmohon batuan dia,positif
terima kasih membantu bilang buruk belajar pemahaman kode dia google ketika mencantumkan kode tahu jangan asal banyak bicara menyalahkan aplikasi,positif
bersyukur membantu para pelaku usaha buat mencetak membuat nib cepat mudah,positif
aplikasi dia lambat banget klik kolom tidak harusnya aplikasi seperti begini mendukung,negatif
aplikasi paling busukdftr lewat aplikasi gkbisadftr lewat web ribet gkbisa,negatif
aplikasi tidak bagussering logout sendiri bantu perbaiki aplikasinya kalah bagus aplikasi sama aplikasi marketplace,negatif
aplikasi dia membantu tapi sedikit kendalaingin membuat permohonan tetapi mengapa tidak mincul menu nyamohon buat perbaiki,positif
perubahan data usaha tidak keluar hitam itemnya tidak mau ubah nama perusahaan,negatif
lambat banget ketika masukan alamat buat tempat usaha provinsi tidak klik,negatif
daftar web tetapi aplikasi tidak login aplikasi close sendiri mudah mudahan segera diperbaiki,negatif
perintah verifikasi ulang lewat email crash aplikasi milik negara mengapa seperti begini anjir,negatif
aplikasi mau daftar nib lewat web masuk web henti found whatsapp nomor tertulis baca alhamdulillah bahagianya,negatif
habis perbarui tidak sedang apa tidak kelola data usaha tambah usaha dan lain lain sia sia membuat aplikasi ujung dia mangkrak begini buang uang rakyat kamu memalukan,negatif
terima kasih buat aplikasi ossaplikasinya membantu usaha mikro kecil dan menengah punya izin mudah tidak sampai berhari langsung terbit,positif
daftar kali coba tidak guna banget fungsinya tombol bar mengapa tidak dipencet,negatif
petanya tidak jalan aplikasi menambah mempersulit bukannya mempermudah kantor menit jadiini berhari hari,negatif
aplikasi sampah buat tameng supaya anggaran cair dibagi bagi kenyang,negatif
buruk banget mau membuat nib ribet tidak sesimpel lain contoh lain kayak npwp surat keterangan catatan kepolisian dan lain lain mana aplikasi suka mental tidak ketik aplikasi rusak banget,negatif
cukup bagus aku suka fiturnya cukup simpel mudah mengerti,negatif
aplikasi bisanya menghabiskan anggaran negara tetapi tidak fungsi berfaedah buat warga negara sengaja bintang supaya ulasan tampil atas,positif
mengecewakan buat nib tidak aplikasi web hapus aplikasi web dia registrasi web tidak,negatif
tidak diakses pembaruan email banyak bug katanya,negatif
guna aplikasi jika masuk aplikasi mempersulit deng link mudah praktis fersi lama,negatif
susah sekali membuat nib aksesnya susah,negatif
tidak jelas mau buat nib diminta lewat web tidak aplikasi web mau isi berputar memuter dia ampun eh setibanya data usaha aku terisi sendiri pelaku penanaman modal dari mana terisi sendiri orang mau isi usaha indekos unit kamar hadeeeh di luar ekspektasi katanya hitungan menit dapat nib habis waktu,negatif
payah susah banget mau buat nib biaya aplikasi gede banget tidak ada fungsi buang buang anggaran,negatif
aplikasi asal parah bukan mempermudah mempersulit payah,negatif
jangan kan mau membuat nib mau login disuruh masukan email berulang kali sampai lelah intinya tidak aplikasi macam membuat aplikasi siapa bintang satu tidak pantas,negatif
aplikasi sampah tidak berguna akhirnya disuruh web mana web tidak mengurus nib,negatif
gunanya aplikasi dibuat mengurus nib tidak diarahkan situs web,negatif
tidak bermanfaattidak mendaftar kian dipersulit,negatif
fungsi aplikasi disuruh tetap melalui web obrolan telepon pusat tidak membalas,negatif
membuat nib membuat ribet mohon bantuannya dipermudah lewat aplikasi web disamakan buat penghapusan akun tidak kepakai,negatif
aplikasi aneh login tidak padahal benar,negatif
aplikasi tidak membantu sama sekali payah lewat ossgoid sama teramat susah gatau otak para pemimpin,negatif
aplikasi tidak bisa tidak membantu masyarakat,negatif
sayang banget fiturnya tidak lengkap seperti model browser,negatif
aplikasi tidak mendukung lupa nomor sama email tidak aktif satu minggu error sitem aplikasi pemerintah rasa abal,negatif
aplikasi susah gunakan aplikasi pemerintah tidak menyarankan buat unduh kelewat lambat,negatif
mendadak tidak pakai tidak login sehabis daftar error,negatif
tai tidak buat nib dan sebagainya aplikasi fungsinya menu dan sebagainya aduh tetap lewat situs web buatnya,negatif
lambat banyak menu tidak jelas fungsinya akhirnya meminta bantuan petugas nakal bayarr payaahhh,negatif
tidak masuk akal buat nib aplikasinya tidak bisa aplikasi tidak berguna,negatif
bagaimana online single submission ribet menyesal tidak perbarui tidak buat nib aplikasi dulu lancar jaya buat nib tanpa amdal peta,negatif
mengisi sana sini tidak membantu mempersulit,negatif
inputdraft tidak dilihatsurat tidak terbitpengembang mohon diperbaiki,negatif
aduh aplikasi web online single submission sekarang parah semua serba dipersulit izin terhambat semua,negatif
tidak berkata kata sama sistemnya bukannya mempermudah mempersulit,negatif
hari kecewa sekali mau mendaftar dialihkan situs web ossgoid dipersulit pembuatan nib,negatif
aplikasinya tidak membantu mau login tetapi tidak error mempersulit pelaku usaha,negatif
parah isi lewat web begitu web suka jumping perbarui kbli aneh sistem indonesia bagus perbarui arah buruk,negatif
aplikasi banyak kendalalambat dibenahi daftar web aplikasi sama sama mentok tidak lanjut,negatif
aplikasi negara mengapa seperti begini macam masuk tidak daftar tidak jelas apanya permudah,negatif
aplikasi tidak bisa daftar tidak tersambung dukcapil melulu,negatif
berguna bermanfaat mantappppp sampai sampai tidak daftar benarkan mempersulit begini mengeluarkan uang sedikit astaga buat masyarakat sendiri kan,negatif
buat aplikasi membuat nib dia situs web berhari hari berkutat sama website-nya belum terbit nib beberapa kali situs web error gagal mau melanjutkan isi data bangunan halaman kelola usaha,negatif
tidak daftar coba berkali kali nomor verifikasi tidak masuk whatsapp,negatif
tidak bergunasangat susah berbelitbelit sengaja supaya ribet,negatif
situs web pemerintah tersaampah banyak gangguan tidak sat set sama sekali servernya lolakkkkkk,negatif
prosesnya tambah susah kian banyak perijin,positif
lebih baik model dulu kakak download aplikasi arahkan web web dicarahin aplikasi inikaya dia sengaja udah supaya daftar manual kekantor begini amat mempersulit,negatif
tidak ubah data nib padahal sebelumnya disuruh lewat web aduh situs webnya sama kocak,negatif
banyak kendala di saat pendaftaran isian data sampai profil mengisi data umk tidak muncul,negatif
mantap sekali mudah sekali aplikasi online single submission baut nib sekarang umk terdaftar kementerian pusat pokok hebat hebat hebat terima kasih pak presiden beserta jajarannya,positif
tambah ribet suliat kelewat berbelit belit tambah hari tambah susa,negatif
terima kasih membuat aplikasi bermafaat mempermudah bagi pengusaha usaha mikro kecil dan menengah mudah mudahan sehat selaluamiiin,positif
tidak dihubungi aplikasi tidak menjawab sama sekali,negatif
bukannya mempermudah ribet ganti tim teknologi informasi dia,negatif
mau simpel pelaporan pakai handphone rupanya tidak gunanya aplikasi,negatif
tidak jelasss mau membuat nib oper oper panduan jelas kenyataan dia tidak semudah alihkan web sehabis web meminta unduh aplikasi setelah aplikasi perintah web tidak jelas banget,negatif
bagaimana cara masuknya padahal sandi udah benar tetapi tetap tidak aneh banget,negatif
bug berhenti penjelasan,negatif
aplikasi tidak guna ujung ujung arahkan web sampai web susah banget,negatif
tidak gunanya aplikasi semua kerjakan melalui web,negatif
buruk sekali tidak berguna buatkan aplikasi namun tetap arahkan web osa,negatif
berbasic pemerintah pasti tertawa kualitasnya besar anggarannya,negatif
data tidak cocok aplikasi tidak gunanya data tidak cocok padahal sesuai kartu tanda penduduk,negatif
mau buat permohonan baru situs web tetapi tepat situs web bermasalah bagaimana penanganannya,negatif
aplikasi paling tidak jelas tidak bisa login padahal ganti kata sandi berkali kali mempermudah bapak kamu,negatif
aplikasi paling buruk tidak guna masak membuat password tidak pernah jangan unduh tidak guna,negatif
aplikasinya susah terdaftar nib tetapi mau buka tidak bleng aplikasinya tidak buka keluar sendiri,negatif
daftar masukkan susahsekarang buka aplikasi keluar sendiriaplikasi dipaksakan kayaknya,negatif
aplikasinya kerap error data tidak padahal aplikasi sebelumnya,negatif
bagus sekali perkara surat izin usaha dulu ribet sekarang selesai hitungan menit,positif
bagus atraktifdan membantu sekali mudah mudahan bermanfaat tingkat kan bagus kedepannya,positif
bismillah mudah mudahan aplikasi tidak berjalan lancar ingat gais baru dirilis mungkin akan penyempurnaan,positif
registrasi keluar sendiri aplikasi dia masukkan email password salah aplikasi sekelas kementerian bagaikan,negatif
bantu diperbaiki login kerap error terima kasih,negatif
buruk sampai kembali halaman utama sendiri bantu perbaiki bukannya membantu mempersulit,negatif
sekarang aplikasi close sendiri ngadimin tidak tanggapan sama sekali payah payah aplikasi pemerintah kamu mengapa kualitas buruk banget parah,negatif
aplikasi aneh daftar tepat mau login tidak,negatif
terima kasih atas kehadiran aplikasi online single submission membantu proses pengurusan perizinan berusaha buat rakyat indonesia khususnya memiliki usaha usaha mikro kecil dan menengah supot bintang teratas buat aplikasi online single submission banyak membantu masyarakat indonesia,positif
buruk force close sama bagaikan kualitas aplikasi situs web pemerintah lainnya,negatif
menu nya tidak tampil kembali menu awal salah,negatif
tahap selesai klik unduh mengapa dicari file penyimpanan tidak,positif
data sesuai dibilang data tidak sesuai daftar susah herann,negatif
belum siap lebih baik tidak perlu pakai aplikasi password tidak mau padahal cocok buang,negatif
bilang aplikasi tidak digunakan isu bohong driver daring belajar buka usaha kecilkecilan menemukan aplikasi langsung unduh proses simple alhamdulillah,positif
tidak digunakan baik aplikasi dia daftar tetapi akun tidak ditemukan,negatif
aplikasinya crash keluar sendiri bantu segera diperbaiki,negatif
sulitdi klik pilihan apapun tidak tanggapan data diri tidak  lengkap cnt tanggal lahir jns kelamin kosong,negatif
berlangsung bug menu nib mau buat izin buat perorangan tidak melalui aplikasi,negatif
tidak buka tepat mau masukkan perizinan kerap keluar,negatif
anehsdh terdaftar izin usaha terbit online single submission ketika login pakai email tidak pernah terdaftar,negatif
tidak jelasmenunya kebanyakan gimmick tidak berfungsi,negatif
buruk banget data sesuai tetapi tetap tidak masuk katanya salah,negatif
buat login tidak biasa menemui aplikasi pemerintah bagaikan banyak trouble-nya,negatif
susah ulang tidak sinkron website-nya aplikasinya lucu,negatif
rupanya tidak digunakan katanya password minimal karakter padahal inputnya password-nya karakter,negatif
terdaftar tepat masuk sampai sampai tidak terdaftar nib nomor handphone sama kartu tanda penduduk dia,negatif
bagus sekali walapun backend lama sekali selesainya oleh abang dwiki iqbal,positif
aplikasi paling ribet tidak log in gagal masuk,negatif
apa pun aplikasinya t tidak bagusupdate tiap sebentar tetapi internal server error,negatif
habis login langsung wassalam memang aplikasi kelewat hebat dibuat uang keringat rakyat tetapi sama sekali tidak bermanfaat,negatif
ribet data alamat benar tulisannya tidak sesuai pusing,negatif
mau coba daftar tetapi errortolong segera diperbaikiterima kasih,negatif
aduh aduh ribet banget timbang kerja begini mana aplikasi tidak sempurna payah kebanyakan bug,negatif
aplikasi pemerintahan jarang benar bagus pelayanan nya kualitas nol besar,negatif
leletnya ampun udah sinyal penuh paket data penuh pakai wifi tambah parah leletnya,negatif
